url,label
https://www.thermofisher.com/jp/ja/home/brands/invitrogen/ambion.html,0
https://www.elegantmicroweb.com/,0
https://fortunetechnologies.com/,0
https://www.reading-computers.co.uk/,0
https://www.seafloorsystems.com/,0
https://www.psangelus.com/,0
https://jurnalilmu.com/,1
https://golfclubratings.com.pjkps.com/,1
http://www.solventsystems.com/,0
https://mike4rep.com/,1
https://www.gdsfreight.com/?web_id=GEMINI99,1
https://ecomaterial.com/,0
https://userselot.com/,1
http://www.trancon.com/,0
https://greennet.ca/,0
https://savemytumor.org/,1
https://bnltech.com/lander,0
https://soberwithkat.com/,1
http://www.proirb.com/,0
http://elbutron.com/,1
https://wiki.linux-ottawa.org/doku.php?id=start,0
https://mantapbos.it.com/,1
https://gototoslots.com/robots.txt,1
https://laneit.com/,0
https://ecotint.mx/,1
https://bandardunia.com/,1
https://www.trampoline.getairsalem.com/,1
https://transfer-motorola-recovery.com/beli-komputer/,1
https://527bitcoin.info/br/gmail-bitcoin-50255/,1
https://asiawin823.com/,1
https://kgcha.com.situs-pro.link/,1
https://www.pmtvib.com/,0
https://www.tek-tips.com/threadminder.cfm?pid=25,0
https://www.tek-tips.com/threadminder.cfm?pid=391,0
https://qa.eeonline.org/index,1
https://law.labschoolunnes.sch.id/,1
https://www.adspipe.com/sustainability,0
https://esrgc.org/,0
https://www.nicomit.com/,0
https://eventpp.com/,1
https://ulartogele.cfd/,1
http://www.soundsculpture.com/,0
https://www.americanhelpdesk.com/,0
https://www.broncozone.com/,0
https://www.prophet-web.com/,0
https://nationalchampionships-road.com/,1
https://www.traer.net/,0
http://www.megaphoneco.com/,0
https://distilleryheritage.com/,1
https://www.hobartbrothers.com/,0
https://www.turniton.co.uk/,0
https://www.tek-tips.com/threadminder.cfm?pid=83,0
https://serviceapartmentsvasantvihar.com/,1
https://spotbet88.org/,1
https://www.stormcomputer.com/,0
https://herbalexplorer.com/,1
http://host2.bakingworld.id/,1
https://agriasiadc.com.tw/wap/?id=s8toto,1
https://www.ygtc.com/,0
https://www.gtghydroponics.com/,0
https://www.aditech.co.uk/,0
https://trustcanada-sa.net/,1
https://www.technicongres.ch/,0
https://www.comoxvalleyschools.ca/,0
https://www.oki.com/us/printing/index.html,0
https://www.tek-tips.com/threadminder.cfm?pid=205,0
https://www.acabimport.com/,1
https://www.jolibatrust.org.uk/,0
https://zouyawen.top/,1
https://www.bv-auctions.com/slot/?q=OLXTOTO%20BANDAR%20TOGEL%20TERPERCAYA,1
https://clouday.es/,1
https://supertoto88.org/,1
https://kilau4d.net/,1
https://www.getedtabletsonline.com.okebanget.xyz/,1
https://www.pcpartners.co.uk/,0
http://evolutionofstyle.com/,1
https://osototo-login.smayapis-manokwari.sch.id/,1
https://www.pinnacleprotectors.online.adamsmillerlaw.com/,1
https://mecanicasolutions.com/en/,0
https://www.normannstaffing.com/,0
https://www.groundwatermodels.com/,0
https://www.tek-tips.com/threadminder.cfm?pid=219,0
https://www.zenzero.co.uk/,0
https://www.alpha-technologies.com/,0
https://nerdytechs.com/,0
https://bway.net/,0
https://www.gogogeek.ca/,0
https://www.pennylane.co.uk/,0
https://www.biolegio.com/,0
https://www.babymonitorsdirect.co.uk/,0
https://weldwell.co.nz/,0
https://www.cornishhottubs.co.uk/,0
https://www.abielectronics.co.uk/,0
https://www.tek-tips.com/threadminder.cfm?pid=177,0
http://universeonlinestore.in/,1
http://omofitness.com/,1
https://www.advent-inc.com/,0
https://beritajuang.com/,1
http://www.sharpedecisions.com/,0
https://enterprisedt.com/,0
https://salamjptogel.net/,1
http://diabtronic.com.blackdiamondheavies.media/,1
https://siokambing1s.cfd/,1
https://next1221.online/shop-beli-laptop/,1
https://e-book.smpn5sby.sch.id/,1
https://hollywoodracks.com/,0
https://www.kelastiktok.com.biji88.me/,1
https://www.dartcom.co.uk/home,0
https://hadirtoto.xyz/,1
http://www.albabiogroup.com/,0
http://beto4d.org/,1
http://www.pcmachelp.com/,0
https://www.scanace.com/,0
https://www.cybercity.nyc/,0
https://www.avantbuild.com.au/wp-active/?daftar=kargo-toto,1
https://www.airit.co.uk/it-support-london/,0
https://www.silverspoonnyc.com.drwuthailand.com/,1
http://www.quickscan.net/,0
https://hobodrifter.com/download/Breakthrough_Rapid_Reading.pdf,1
https://www.foodcentrewales.org.uk/,0
http://salisbury.net/,0
https://mail.protego.id/,1
https://dotfoil.com/,0
https://monitech.com.au/,0
https://www.expowork.gr/,0
http://www.etwebsite.com/,0
https://milolockhart.com/,1
https://www.mikigaming.beauty/,1
https://turkitoto.ink/,1
https://classyproduction.id/,1
https://www.aquadyne.com/,0
https://adour.in/,1
https://mbahsukro.shop/,1
http://pixiubet.org/,1
https://www.pluggerlift.com/product/patin-electrico-crown-40gpw-4-14/,1
https://www.barkweb.co.uk/,0
https://www.ittia.com/,0
https://www.daviscomms.com.sg/,0
https://qqcashe.cfd/,1
http://www.farmsinternational.com/,0
https://jaguar77.net/,1
https://www.digitalred.com/,0
https://floridalicenseplatesearch.com/,1
https://www.tek-tips.com/threadminder.cfm?pid=194,0
http://www.aerosupport.aero/,0
http://www.aasdt.com/statistics/mlr.html,0
https://www.tek-tips.com/threadminder.cfm?pid=557,0
https://ortculture.org/,1
http://topwdhermes.com/,1
https://www.clarkecountyanimalhospital.com/meet-our-team,1
https://www.tek-tips.com/threadminder.cfm?pid=23,0
https://haushomeandgift.com/,1
https://www.tek-tips.com/threadminder.cfm?pid=935,0
http://satriatotoc.cfd/,1
https://kromaton.com/en/,0
https://www.liveadmins.com/,0
https://ligareceh.bet/,1
https://www.lmsoft.com/en/,0
https://freehay.com.link-gawat138.com/,1
https://futures-alliance.com/video/?r4shub=wede388,1
https://savemytumor.net/,1
https://www.awael-sy.com/MD/?web_id=S8TOTO,1
https://www.colibrirealestate.com/,0
https://envitech.co.uk/,0
http://bri3d.net/,1
